devicekey,devicename,productname,productid,numberofcpu,virtualserialnumber,memorysize,romversion,serialnumber,assettag,osname,ipaddress,iplongvalue,osvendor,snapshotid,deviceowner,location,producttype,devicestatus,deviceboottime,productsubtype,producttypestr,serverrole,ipxaddress
1198,USE7386ALH,ProLiant BL685c G1,"",0,,0,"",USE7386ALH,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1199,USE7153W24,ProLiant BL685c G1,"",0,,0,"",USE7153W24,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1200,USE80996AV,ProLiant BL680c G5,"",0,,0,"",USE80996AV,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1201,osdc-vmg3-6,"","",0,,0,"","","","",10.16.66.215,168837847,"",,,"",11,1,,None,Unknown,,
1202,10.16.66.232,"","",0,,0,"","","","",10.16.66.232,168837864,"",,,"",11,1,,None,Unknown,,
1203,10.16.66.231,"","",0,,0,"","","","",10.16.66.231,168837863,"",,,"",11,1,,None,Unknown,,
1204,osdc-vmg1-4-vmotion,"","",0,,0,"","","","",10.16.66.233,168837865,"",,,"",11,1,,None,Unknown,,
1205,osdc-vmg1-5-vmotion,"","",0,,0,"","","","",10.16.66.237,168837869,"",,,"",11,1,,None,Unknown,,
1206,osdc-vmg3-9-vmotion,"","",0,,0,"","","","",10.16.66.248,168837880,"",,,"",11,1,,None,Unknown,,
1207,osdc-vmg3-9,"","",0,,0,"","","","",10.16.66.243,168837875,"",,,"",11,1,,None,Unknown,,
1208,sc9-cx3-80-10b,"","",0,,0,"","","","",10.113.50.22,175190550,"",,,"",0,5,,None,Unmanaged,,
1209,sc9-cx3-80-10a,"","",0,,0,"","","","",10.113.50.21,175190549,"",,,"",0,5,,None,Unmanaged,,
1210,sc9-stage-vmg1-4-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE839F8DV,"",Embedded,10.113.50.28,175190556,HP,,,"",12,1,,ILO2,MgmtProc,,
1211,USE839F8DV,ProLiant BL680c G5,"",0,,0,"",USE839F8DV,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1212,sc9-stage-vmg1-1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE839F8DX,"",Embedded,10.113.50.25,175190553,HP,,,"",12,1,,ILO2,MgmtProc,,
1213,USE839F8DX,ProLiant BL680c G5,"",0,,0,"",USE839F8DX,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1214,sc9-l10-oa1a,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O981MP6707,"",Embedded,10.113.50.23,175190551,HP,,,"",12,1,,OA,MgmtProc,,
1215,SC9-L10-Bottom,BladeSystem c7000 Enclosure,9,0,,0,"",USE81099L4,"","",,,"",,,"",14,3,,ServerEnc,Enclosure,,
1216,sc9-l10-oa1b,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O981MP4219,"",Embedded,10.113.50.24,175190552,HP,,,"",12,1,,OA,MgmtProc,,
1217,sc9-stage-vmg1-2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE839F8DS,"",Embedded,10.113.50.26,175190554,HP,,,"",12,1,,ILO2,MgmtProc,,
1218,sc9-stage-vmg1-3-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE839F8DK,"",Embedded,10.113.50.27,175190555,HP,,,"",12,1,,ILO2,MgmtProc,,
1219,cpp-stg-db1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE73869PR,"",Embedded,10.113.50.39,175190567,HP,,,"",12,1,,ILO2,MgmtProc,,
1220,sc9-stage-vmg1-5-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE809964L,"",Embedded,10.113.50.42,175190570,HP,,,"",12,1,,ILO2,MgmtProc,,
1221,sc9-stage-vmg1-6-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE809964S,"",Embedded,10.113.50.43,175190571,HP,,,"",12,1,,ILO2,MgmtProc,,
1222,10.113.51.235,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80187A6,"",Embedded,10.113.51.235,175191019,HP,,,"",12,5,,ILO2,MgmtProc,,
1223,10.113.51.237,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80187A3,"",Embedded,10.113.51.237,175191021,HP,,,"",12,5,,ILO2,MgmtProc,,
1224,TWT828V0MN,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT828V0MN,"","",,,"",,,"",8,1,,c-Class,Switch,,
1225,TWT828V0KH,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT828V0KH,"","",,,"",,,"",8,1,,c-Class,Switch,,
1226,sc9-fab53sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN8747603M,"","",10.113.50.33,175190561,"",,,"",8,1,,c-Class,Switch,,
1227,sc9-fab54sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN87476034,"","",10.113.50.34,175190562,"",,,"",8,1,,c-Class,Switch,,
1228,TWT828V0D6,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT828V0D6,"","",,,"",,,"",8,1,,c-Class,Switch,,
1229,TWT828V058,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT828V058,"","",,,"",,,"",8,1,,c-Class,Switch,,
1230,SC9-L10,Rack,"",0,,0,"","","","",,,"",,,"",13,0,,c-Class daisy-chained,Rack,,
1231,USE839F8DS,ProLiant BL680c G5,"",0,,0,"",USE839F8DS,"","",,,"",,,"",1,3,,HPProLiant,Server,,
1232,USE839F8DK,ProLiant BL680c G5,"",0,,0,"",USE839F8DK,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1233,USE73869PR,ProLiant BL685c G1,"",0,,0,"",USE73869PR,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1234,USE809964L,ProLiant BL460c G1,"",0,,0,"",USE809964L,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1235,USE809964S,ProLiant BL460c G1,"",0,,0,"",USE809964S,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1236,USE80187A6,ProLiant BL465c G1,"",0,,0,"",USE80187A6,"","",,,"",,,"",1,0,,HPProLiant,Server,,
1237,USE80187A3,ProLiant BL465c G1,"",0,,0,"",USE80187A3,"","",,,"",,,"",1,0,,HPProLiant,Server,,
1239,sc9-stage-vmg1-2,"","",0,,0,"","","","",10.113.50.30,175190558,"",,,"",11,1,,None,Unknown,,
1240,sc9-stage-vmg1-1,"","",0,,0,"","","","",10.113.50.29,175190557,"",,,"",11,1,,None,Unknown,,
1241,sc9-stage-vmg1-1-vmotion,"","",0,,0,"","","","",10.113.50.35,175190563,"",,,"",11,1,,None,Unknown,,
1242,sc9-stage-vmg1-2-vmotion,"","",0,,0,"","","","",10.113.50.36,175190564,"",,,"",11,1,,None,Unknown,,
1243,sc9-stage-vmg1-3,"","",0,,0,"","","","",10.113.50.31,175190559,"",,,"",11,1,,None,Unknown,,
1244,sc9-stage-vmg1-4,"","",0,,0,"","","","",10.113.50.32,175190560,"",,,"",11,1,,None,Unknown,,
1245,sc9-stage-vmg1-4-vmotion,"","",0,,0,"","","","",10.113.50.38,175190566,"",,,"",11,1,,None,Unknown,,
1246,sc9-stage-vmg1-5,"","",0,,0,"","","","",10.113.50.40,175190568,"",,,"",11,1,,None,Unknown,,
1247,sc9-stage-vmg1-6,"","",0,,0,"","","","",10.113.50.41,175190569,"",,,"",11,1,,None,Unknown,,
1248,sc9-stage-vmg1-3-vmotion,"","",0,,0,"","","","",10.113.50.37,175190565,"",,,"",11,1,,None,Unknown,,
1249,sc9-stage-vmg1-5-vmotion,"","",0,,0,"","","","",10.113.50.44,175190572,"",,,"",11,1,,None,Unknown,,
1250,sc9-stage-vmg1-6-vmotion,"","",0,,0,"","","","",10.113.50.45,175190573,"",,,"",11,1,,None,Unknown,,
1251,sc9-stage-fed-1-vmotion,"","",0,,0,"","","","",10.113.50.48,175190576,"",,,"",0,5,,None,Unmanaged,,
1252,sc9-stage-fed-2-vmotion,"","",0,,0,"","","","",10.113.50.51,175190579,"",,,"",0,5,,None,Unmanaged,,
1253,sc9-stage-fed-dmz1-vmotion,"","",0,,0,"","","","",10.113.50.54,175190582,"",,,"",0,5,,None,Unmanaged,,
1254,sc9-stage-vmg2-1,"","",0,,0,"","","","",10.113.50.47,175190575,"",,,"",11,1,,None,Unknown,,
1255,sc9-stage-fed-dmz2-vmotion,"","",0,,0,"","","","",10.113.50.57,175190585,"",,,"",0,5,,None,Unmanaged,,
1257,sc9-stage-fed-1,"","",0,,0,"","","","",10.113.50.46,175190574,"",,,"",11,5,,None,Unknown,,
1258,sc9-stage-fed-2,"","",0,,0,"","","","",10.113.50.49,175190577,"",,,"",11,5,,None,Unknown,,
1259,sc9-k05-oa1a,BladeSystem c7000 DDR2 Onboard Administrator with KVM,"",0,,0,"",OB09BK0409,"",Embedded,,,HP,,,"",12,5,,OA,MgmtProc,,
1260,sc9-k05-bc1,BladeSystem c7000 Enclosure G2,9,0,,0,"",SGH043P6EW,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
1261,sc9-k05-oa1b,BladeSystem c7000 DDR2 Onboard Administrator with KVM,"",0,,0,"",OB09BK9811,"",Embedded,,,HP,,,"",12,5,,OA,MgmtProc,,
1262,sc9-k05-bc1_vc_domain,HP Virtual Connect Domain,"",0,,0,"","","","",,,"",,,"",29,0,,c-Class,VCDomain,,
1263,sc9-k05-bc1-flex10-2,HP VC Flex-10 Enet Module,"",0,,0,"",3C4034005L,"","",,,"",,,"",8,1,,c-Class,Switch,,
1264,sc9-k05bc1-odd,HP B-series 8/24c SAN Switch BladeSystem c-Class,"",0,,0,"",CN8036B0AC,"","",,,"",,,"",8,1,,c-Class,Switch,,
1265,sc9-k05bc1-even,HP B-series 8/24c SAN Switch BladeSystem c-Class,"",0,,0,"",CN8025B0F1,"","",,,"",,,"",8,1,,c-Class,Switch,,
1266,10.113.51.225,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE04232JDGD,"",Embedded,10.113.51.225,175191009,HP,,,"",12,1,,ILO3,MgmtProc,,
1267,10.113.51.224,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE04232JL,"",Embedded,10.113.51.224,175191008,HP,,,"",12,1,,ILO3,MgmtProc,,
1268,10.113.51.221,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE04232JN,"",Embedded,10.113.51.221,175191005,HP,,,"",12,1,,ILO3,MgmtProc,,
1269,SC9-bm026-k05,Rack,"",0,,0,"","","","",,,"",,,"",13,0,,c-Class daisy-chained,Rack,,
1270,USE04232JDGD,ProLiant BL685c G7,"",0,,0,"",USE04232JDGD,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1271,USE04232JL,ProLiant BL685c G7,"",0,,0,"",USE04232JL,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1272,USE04232JN,ProLiant BL685c G7,"",0,,0,"",USE04232JN,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1273,sc9-stage-vmg2-3,"","",0,,0,"","","","",10.113.50.53,175190581,"",,,"",11,1,,None,Unknown,,
1274,sc9-stage-vmg2-2,"","",0,,0,"","","","",10.113.50.50,175190578,"",,,"",11,1,,None,Unknown,,
1275,sc9-stage-fed-dmz1,"","",0,,0,"","","","",10.113.50.52,175190580,"",,,"",11,5,,None,Unknown,,
1276,sc9-stage-fed-dmz2,"","",0,,0,"","","","",10.113.50.55,175190583,"",,,"",11,5,,None,Unknown,,
1277,sc9-cx3-80-02b,"","",0,,0,"","","","",10.113.58.22,175192598,"",,,"",0,5,,None,Unmanaged,,
1278,sc9-cx3-80-02a,"","",0,,0,"","","","",10.113.58.21,175192597,"",,,"",0,5,,None,Unmanaged,,
1279,sc9-fab15sw1,"","",0,,0,"","","","",10.113.58.23,175192599,"",,,"",11,5,,None,Unknown,,
1280,sc9-fab15sw1cp1,"","",0,,0,"","","","",10.113.58.25,175192601,"",,,"",11,5,,None,Unknown,,
1281,sc9-fab15sw1cp0,"","",0,,0,"","","","",10.113.58.24,175192600,"",,,"",11,5,,None,Unknown,,
1282,sc9-fab16sw1,"","",0,,0,"","","","",10.113.58.26,175192602,"",,,"",11,5,,None,Unknown,,
1283,sc9-fab16sw1cp1,"","",0,,0,"","","","",10.113.58.28,175192604,"",,,"",11,5,,None,Unknown,,
1284,sc9-fab16sw1cp0,"","",0,,0,"","","","",10.113.58.27,175192603,"",,,"",11,5,,None,Unknown,,
1285,sc9-l06-oa1b,BladeSystem c7000 Onboard Administrator,403320-B21,0,,0,"",O979MU2242,"",Embedded,10.113.58.30,175192606,HP,-1,"",SC9 Rack L06,12,5,,OA,MgmtProc,,
1286,SC9-CPP-PROD,BladeSystem c7000 Enclosure,9,0,,0,"",USE7436WY3,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
1287,sc9-l06-oa1a,BladeSystem c7000 Onboard Administrator,403320-B21,0,,0,"",O979MU2863,"",Embedded,10.113.58.29,175192605,HP,-1,"",SC9 Rack L06,12,5,,OA,MgmtProc,,
1288,cpp-db01-ilo,Integrated Lights-Out 2 (iLO 2),"",8,,67108864,1.61,ILOUSE801879T,"",Embedded,10.113.58.35,175192611,HP,-1,"","",12,5,,ILO2,MgmtProc,"",
1289,cpp-db02-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7436V6H,"",Embedded,10.113.58.36,175192612,HP,,,"",12,5,,ILO2,MgmtProc,,
1290,cpp-db03-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7436V69,"",Embedded,10.113.58.37,175192613,HP,,,"",12,5,,ILO2,MgmtProc,,
1291,cpp-db04-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILO3H7AMK0133,"",Embedded,10.113.58.38,175192614,HP,,,"",12,5,,ILO2,MgmtProc,,
1292,cpp-db05-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOuse7436v6d,"",Embedded,10.113.58.39,175192615,HP,,,"",12,5,,ILO2,MgmtProc,,
1293,cpp-db06-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7436V6F,"",Embedded,10.113.58.40,175192616,HP,,,"",12,5,,ILO2,MgmtProc,,
1294,cpp-db07-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE801879P,"",Embedded,10.113.58.41,175192617,HP,,,"",12,5,,ILO2,MgmtProc,,
1295,cpp-db08-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE801879Y,"",Embedded,10.113.58.42,175192618,HP,,,"",12,5,,ILO2,MgmtProc,,
1296,TWT828V0M2,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT828V0M2,"","",,,"",,,"",8,1,,c-Class,Switch,,
1297,TWT828V0LP,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT828V0LP,"","",,,"",,,"",8,1,,c-Class,Switch,,
1298,sc9-fab43sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN87316004,"","",10.113.58.73,175192649,"",,,"",8,5,,c-Class,Switch,,
1299,sc9-fab44sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN8731602H,"","",10.113.58.74,175192650,"",,,"",8,5,,c-Class,Switch,,
1300,10.113.59.240,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1147T0V3,"","",10.113.59.240,175193072,"",,,"",8,5,,c-Class,Switch,,
1301,L06,Rack,"",0,,0,"","","","",,,"",,,"",13,0,,c-Class daisy-chained,Rack,,
1302,USE801879T,ProLiant BL685c G1,"",0,,0,"",USE801879T,"","",,,"",,,"",1,0,,HPProLiant,Server,,
1303,USE7436V6H,ProLiant BL685c G1,"",0,,0,"",USE7436V6H,"","",,,"",,,"",1,0,,HPProLiant,Server,,
1304,USE7436V69,ProLiant BL685c G1,"",0,,0,"",USE7436V69,"","",,,"",,,"",1,0,,HPProLiant,Server,,
1305,3H7AMK0133,ProLiant BL685c G1,"",0,,0,"",3H7AMK0133,"","",,,"",,,"",1,0,,HPProLiant,Server,,
1306,use7436v6d,ProLiant BL685c G1,"",0,,0,"",use7436v6d,"","",,,"",,,"",1,0,,HPProLiant,Server,,
1307,USE7436V6F,ProLiant BL685c G1,"",0,,0,"",USE7436V6F,"","",,,"",,,"",1,0,,HPProLiant,Server,,
1308,USE801879P,ProLiant BL685c G1,"",0,,0,"",USE801879P,"","",,,"",,,"",1,0,,HPProLiant,Server,,
1309,USE801879Y,ProLiant BL685c G1,"",0,,0,"",USE801879Y,"","",,,"",,,"",1,0,,HPProLiant,Server,,
1310,sc9-l04-oa2b,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O981MP3833,"",Embedded,10.113.58.34,175192610,HP,,,"",12,1,,OA,MgmtProc,,
1311,SGH642X98P,BladeSystem c7000 Enclosure,9,0,,0,"",USE810992L,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
1312,sc9-l04-oa2a,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O981MP8398,"",Embedded,10.113.58.33,175192609,HP,,,"",12,1,,OA,MgmtProc,,
1313,sc9-prod-vmg1-9-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE839F8DT,"",Embedded,10.113.58.60,175192636,HP,,,"",12,1,,ILO2,MgmtProc,,
1314,sc9-prod-vmg1-10-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE839F8E1,"",Embedded,10.113.58.62,175192638,HP,,,"",12,1,,ILO2,MgmtProc,,
1315,sc9-prod-vmg1-11-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE839F8DE,"",Embedded,10.113.58.64,175192640,HP,,,"",12,1,,ILO2,MgmtProc,,
1316,sc9-prod-vmg1-12-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE839F8E3,"",Embedded,10.113.58.66,175192642,HP,,,"",12,1,,ILO2,MgmtProc,,
1317,communities-prod-app-4-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74473RN,"",Embedded,10.113.58.204,175192780,HP,,,"",12,1,,ILO2,MgmtProc,,
1318,communities-prod-app-5-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7436V66,"",Embedded,10.113.58.205,175192781,HP,,,"",12,1,,ILO2,MgmtProc,,
1319,communities-prod-app-6-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7436V63,"",Embedded,10.113.58.206,175192782,HP,,,"",12,1,,ILO2,MgmtProc,,
1320,communities-prod-app-1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80187A7,"",Embedded,10.113.58.201,175192777,HP,-1,linuxadmins@vmware.com,SC9 L04,12,1,,ILO2,MgmtProc,,
1321,communities-prod-app-2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80187A4,"",Embedded,10.113.58.202,175192778,HP,-1,linuxadmins@vmware.com,SC9 L04,12,1,,ILO2,MgmtProc,,
1322,communities-prod-app-3-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80187A5,"",Embedded,10.113.58.203,175192779,HP,-1,linuxadmins@vmware.com,SC9 L04,12,1,,ILO2,MgmtProc,,
1323,TWT828V0MW,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT828V0MW,"","",,,"",,,"",8,1,,c-Class,Switch,,
1324,TWT828V0L3,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT828V0L3,"","",,,"",,,"",8,1,,c-Class,Switch,,
1325,sc9-fab31sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN8836607G,"","",10.113.58.67,175192643,"",,,"",8,1,,c-Class,Switch,,
1326,sc9-fab32sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN88366085,"","",10.113.58.68,175192644,"",,,"",8,1,,c-Class,Switch,,
1327,TWT828V053,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT828V053,"","",,,"",,,"",8,1,,c-Class,Switch,,
1328,TWT828V01R,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT828V01R,"","",,,"",,,"",8,1,,c-Class,Switch,,
1329,UnnamedRack,Rack,"",0,,0,"","","","",,,"",,,"",13,0,,c-Class daisy-chained,Rack,,
1330,USE839F8DT,ProLiant BL680c G5,"",0,,0,"",USE839F8DT,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1331,USE839F8E1,ProLiant BL680c G5,"",0,,0,"",USE839F8E1,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1332,USE839F8DE,ProLiant BL680c G5,"",0,,0,"",USE839F8DE,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1333,USE839F8E3,ProLiant BL680c G5,"",0,,0,"",USE839F8E3,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1334,USE74473RN,ProLiant BL465c G1,"",0,,0,"",USE74473RN,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1335,USE7436V66,ProLiant BL465c G1,"",0,,0,"",USE7436V66,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1336,USE7436V63,ProLiant BL465c G1,"",0,,0,"",USE7436V63,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1337,USE80187A7,ProLiant BL465c G1,"",0,,0,"",USE80187A7,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1338,USE80187A4,ProLiant BL465c G1,"",0,,0,"",USE80187A4,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1339,USE80187A5,ProLiant BL465c G1,"",0,,0,"",USE80187A5,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1340,sc9-l04-oa1b,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O981MP6497,"",Embedded,10.113.58.32,175192608,HP,,,"",12,1,,OA,MgmtProc,,
1341,1Z34AB7890,BladeSystem c7000 Enclosure,9,0,,0,"",USE81098YH,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
1342,sc9-l04-oa1a,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O981MP8667,"",Embedded,10.113.58.31,175192607,HP,,,"",12,1,,OA,MgmtProc,,
1343,sc9-prod-vmg1-1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE839F8E6,"",Embedded,10.113.58.44,175192620,HP,,,"",12,1,,ILO2,MgmtProc,,
1344,sc9-prod-vmg1-2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE839F8DY,"",Embedded,10.113.58.46,175192622,HP,,,"",12,1,,ILO2,MgmtProc,,
1345,sc9-prod-vmg1-3-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE839F8DF,"",Embedded,10.113.58.48,175192624,HP,,,"",12,1,,ILO2,MgmtProc,,
1346,sc9-prod-vmg1-4-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE839F8DH,"",Embedded,10.113.58.50,175192626,HP,,,"",12,1,,ILO2,MgmtProc,,
1347,sc9-prod-vmg1-5-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE839F8DJ,"",Embedded,10.113.58.52,175192628,HP,,,"",12,1,,ILO2,MgmtProc,,
1348,sc9-prod-vmg1-6-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE839F8DL,"",Embedded,10.113.58.54,175192630,HP,,,"",12,1,,ILO2,MgmtProc,,
1349,sc9-prod-vmg1-7-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE839F8DD,"",Embedded,10.113.58.56,175192632,HP,,,"",12,1,,ILO2,MgmtProc,,
1350,sc9-prod-vmg1-8-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE839F8E4,"",Embedded,10.113.58.58,175192634,HP,,,"",12,1,,ILO2,MgmtProc,,
1351,TWT752V09D,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT752V09D,"","",,,"",,,"",8,1,,c-Class,Switch,,
1352,TWT828V01T,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT828V01T,"","",,,"",,,"",8,1,,c-Class,Switch,,
1353,sc9-fab33sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN874760AM,"","",10.113.58.69,175192645,"",,,"",8,1,,c-Class,Switch,,
1354,sc9-fab34sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN8747603N,"","",10.113.58.70,175192646,"",,,"",8,1,,c-Class,Switch,,
1355,TWT828V010,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT828V010,"","",,,"",,,"",8,1,,c-Class,Switch,,
1356,TWT828V02H,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT828V02H,"","",,,"",,,"",8,1,,c-Class,Switch,,
1357,USE839F8E6,ProLiant BL680c G5,"",0,,0,"",USE839F8E6,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1358,USE839F8DY,ProLiant BL680c G5,"",0,,0,"",USE839F8DY,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1359,USE839F8DF,ProLiant BL680c G5,"",0,,0,"",USE839F8DF,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1360,USE839F8DH,ProLiant BL680c G5,"",0,,0,"",USE839F8DH,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1361,USE839F8DJ,ProLiant BL680c G5,"",0,,0,"",USE839F8DJ,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1362,USE839F8DL,ProLiant BL680c G5,"",0,,0,"",USE839F8DL,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1363,USE839F8DD,ProLiant BL680c G5,"",0,,0,"",USE839F8DD,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1364,USE839F8E4,ProLiant BL680c G5,"",0,,0,"",USE839F8E4,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1365,sc9-prod-vmg1-1,"","",0,,0,"","","","",10.113.58.43,175192619,"",,,"",11,1,,None,Unknown,,
1366,sc9-prod-vmg1-2,"","",0,,0,"","","","",10.113.58.45,175192621,"",,,"",11,1,,None,Unknown,,
1367,sc9-prod-vmg1-3,"","",0,,0,"","","","",10.113.58.47,175192623,"",,,"",11,1,,None,Unknown,,
1368,sc9-prod-vmg1-4,"","",0,,0,"","","","",10.113.58.49,175192625,"",,,"",11,1,,None,Unknown,,
1369,sc9-prod-vmg1-5,"","",0,,0,"","","","",10.113.58.51,175192627,"",,,"",11,1,,None,Unknown,,
1370,sc9-prod-vmg1-11,"","",0,,0,"","","","",10.113.58.63,175192639,"",,,"",11,1,,None,Unknown,,
1371,sc9-prod-vmg1-10,"","",0,,0,"","","","",10.113.58.61,175192637,"",,,"",11,1,,None,Unknown,,
1372,sc9-prod-vmg1-9,"","",0,,0,"","","","",10.113.58.59,175192635,"",,,"",11,1,,None,Unknown,,
1373,sc9-prod-vmg1-6,"","",0,,0,"","","","",10.113.58.53,175192629,"",,,"",11,1,,None,Unknown,,
1374,sc9-prod-vmg1-7,"","",0,,0,"","","","",10.113.58.55,175192631,"",,,"",11,1,,None,Unknown,,
