VM name,status,Date Created,OS,memGB,diskGB,IP,vApp name,vApp status,Application,Application Owner,Owner Email,OrgVDC,Organization,VM description,vApp description
comm-test13-db1,PoweredOn,,Microsoft Windows Server 2008 (64-bit),8,285,10.127.239.146,Communities-DB_TEST13,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
comm-test14-db1,PoweredOn,,Microsoft Windows Server 2008 (64-bit),8,285,10.127.239.30,Communities-DB_TEST14,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
Comm-test15-db1,PoweredOn,,Microsoft Windows Server 2008 (64-bit),8,285,10.127.239.34,Communities-DB_test15,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
comm-test16-act-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),6,91,10.127.242.162,comm-test16,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
comm-test16-app-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),9,99,10.127.242.159,comm-test16,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
comm-test16-app-2,PoweredOn,,CentOS 4/5/6/7 (64-bit),9,99,10.127.242.160,comm-test16,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
comm-test16-cch-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),6,53,10.127.242.161,comm-test16,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
Comm-test16-db1,PoweredOn,,Microsoft Windows Server 2008 (64-bit),8,280,10.127.239.37,Communities-DB_TEST16,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
comm-test19-db1,PoweredOn,,Microsoft Windows Server 2008 R2 (64-bit),8,286,10.127.239.40,Communities-DB_TEST19,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
comm-test20-db1,PoweredOn,,Microsoft Windows Server 2008 (64-bit),8,280,10.127.239.94,Communities-DB_TEST20,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
comm-test21-db1,PoweredOn,,Microsoft Windows Server 2008 (64-bit),8,285,10.127.239.100,Communities-DB_TEST21,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
comm-test31-db1,PoweredOn,,Microsoft Windows Server 2008 (64-bit),8,286,10.127.239.41,comm-test31-db1,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
comm-test33-db1,PoweredOn,,Microsoft Windows Server 2008 (64-bit),8,280,10.127.239.91,Communities-DB_test33,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
comm-test34-db1,PoweredOn,,Microsoft Windows Server 2008 (64-bit),8,280,10.127.239.97,Communities-DB_TEST34,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
comm-test40-db1,PoweredOn,,Microsoft Windows Server 2008 (64-bit),8,285,10.127.239.110,Communities-DB_TEST40,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
comm-test50-db1,PoweredOn,,Microsoft Windows Server 2008 (64-bit),8,285,10.127.239.17,Communities-DB_test50,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
comm-test60-db1,PoweredOn,,Microsoft Windows Server 2008 (64-bit),8,285,10.127.239.129,comm-test60-db1,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
comm-test60-db1-old,PoweredOff,,Microsoft Windows Server 2008 (64-bit),8,285,10.127.239.141,Communities-DB_TEST60,PoweredOff,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
comm-test66-db1,PoweredOn,,Microsoft Windows Server 2008 (64-bit),8,285,10.127.239.114,Communities-DB_TEST66,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
comm-test91-db1,PoweredOn,,Microsoft Windows Server 2008 (64-bit),8,280,10.127.239.65,Communities-DB_test91,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
comm-test99-db1,PoweredOn,,Microsoft Windows Server 2008 (64-bit),8,285,10.127.239.11,Communities-DB_test99,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
comm-test-sql,PoweredOn,,Microsoft Windows Server 2012 (64-bit),8,615,10.127.239.115,comm-dev-sql-1,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"","HN#TASK0048182, As part of Jive 8.0 Upgrade project"
comm-test-vm1,PoweredOff,,CentOS 4/5/6/7 (64-bit),2,43,,vapp-test-1,PoweredOff,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
comm-uat2-db1,PoweredOn,,Microsoft Windows Server 2008 (64-bit),8,290,10.127.239.26,comm-uat2-db1,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
comm-uat-act-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),6,91,10.127.242.172,comm-uat,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"Application: Jive
Application owner: Atishdev Choudhury
Project: Jive 8 Upgrade
Supported by: 
VM Owner: Guruprasad J.M
Ticket: TASK0128512",""
comm-uat-app-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),9,99,10.127.242.169,comm-uat,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"Application: Jive
Application owner: Atishdev Choudhury
Project: Jive 8 Upgrade
Supported by: 
VM Owner: Guruprasad J.M
Ticket: TASK0128512",""
comm-uat-app-2,PoweredOn,,CentOS 4/5/6/7 (64-bit),9,99,10.127.242.170,comm-uat,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"Application: Jive
Application owner: Atishdev Choudhury
Project: Jive 8 Upgrade
Supported by: 
VM Owner: Guruprasad J.M
Ticket: TASK0128512",""
comm-uat-cch-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),6,53,10.127.242.171,comm-uat,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"Application: Jive
Application owner: Atishdev Choudhury
Project: Jive 8 Upgrade
Supported by: 
VM Owner: Guruprasad J.M
Ticket: TASK0128512",""
Comm-uat-db1,PoweredOn,,Microsoft Windows Server 2008 (64-bit),8,285,10.127.239.150,COMMUNITIES-DB_UAT,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"","COMMUNITIES-DB_UAT"
com-test16-psql,PoweredOn,,CentOS 4/5/6/7 (64-bit),8,212,10.127.242.163,comm-test16,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
com-test16-sql1,PoweredOn,,Microsoft Windows Server 2012 (64-bit),16,510,10.127.239.130,comm-test16-db1,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"HN#RITM0082794;
Application Name:Jive
Ower:Atishdev Choudhury 
Email ID: achoudhury@vmware.com",""
com-test16-sql2,PoweredOn,,Microsoft Windows Server 2012 (64-bit),16,510,10.127.239.131,comm-test16-db1,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"HN#RITM0082794;
Application Name:Jive
Ower:Atishdev Choudhury 
Email ID: achoudhury@vmware.com",""
com-uat-psql,PoweredOn,,CentOS 4/5/6/7 (64-bit),8,212,10.127.242.177,comm-uat,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
com-uat-sql1,PoweredOn,,Microsoft Windows Server 2012 (64-bit),16,510,10.127.239.50,comm-uat16-db1,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"HN# TASK0128519- Jive (Application) -owner - Atishdev Choudhury","Application Name:Jive
Application Owner:Atishdev Choudhury
"
com-uat-sql2,PoweredOn,,Microsoft Windows Server 2012 (64-bit),16,510,10.127.239.125,comm-uat16-db1,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"HN# TASK0128519- Jive (Application) -owner - Atishdev Choudhury","Application Name:Jive
Application Owner:Atishdev Choudhury
"
conn-test-a1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,43,10.127.242.131,vApp-conn-test,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
CP-TEST-DB,PoweredOn,,Microsoft Windows Server 2008 (64-bit),2,460,10.127.239.87,appd-BASE_DBA_MSSQL_2008R2-1.0.0-nsanthanam-4474-5678656f-48f7-49c7-ae67-05ec440c9725,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"New build using SDDC template. 
",""
crop-db-stdby-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),10,1057,10.127.241.214,Crops,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
cti-poc,PoweredOn,,Microsoft Windows Server 2003 (32-bit),4,125,10.127.239.62,cti-poc,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"VM for Telecom/Avaya CTI POC and will be reclaimed by the end of April 2011.",""
ctm-dev-bictm-a1,PoweredOn,,Other 2.6.x Linux (64-bit),8,472,10.127.241.1,BI_Servers,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
ctm-dev-entctm-a1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,692,10.127.240.74,EBS,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
ctm-dev-oebs-a1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,372,10.127.240.48,OEBS,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
ctm-dv-admin-a1,PoweredOn,,Microsoft Windows Server 2008 R2 (64-bit),8,100,10.127.234.123,ctm-dev-admin-a1,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
ctm-lt-oebs-a2,PoweredOff,,Oracle Linux 4/5/6/7 (64-bit),8,372,,vApp_pkanagaraj_test,PoweredOff,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
ctm-test-entctm-a1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,672,10.127.240.73,EBS,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
ctm-test-oebs-a1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,372,10.127.240.49,OEBS,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
ctm-uat-entctm-a1,PoweredOff,,Oracle Linux 4/5/6/7 (64-bit),8,692,,vApp_nbenjamin_test,PoweredOff,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
ctm-uat-entctm-a1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,692,10.127.240.177,EBS,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
ctm-uat-oebs-a1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,692,10.127.241.192,OEBS,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
ctoblog-dev-a-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,33,10.127.241.234,CTO_Blog,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"","HZ#1731072"
ctoblog-dev-a-2,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,33,10.127.241.233,CTO_Blog,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"","HZ#1731072"
